Quality,#1 ID,#2 ID,#1 String,#2 String,Hamming,MLIPNS,JaroWinkler,Jaro,StrCmp95,Jaccard,Sorensen,Tversky,Overlap,Cosine,RatcliffObershelp,EntropyNCD,BZ2NCD,LZMANCD,ZLIBNCD,Prefix,Postfix,NormalizedLevenshtein,MetricLCS,NGram
1,3417894,3417817,It exploded in his hands  but the former Italian prime minister was unhurt.,The letter bomb sent to Prodi exploded in his hands but he was unhurt.,0.013333333333333308,0,0.7419151704397606,0.7419151704397606,0.2435012800819253,0.7261904761904762,0.8413793103448276,0.7261904761904762,0.8714285714285714,0.8418799823976721,0.5793103448275863,0.9822411674714656,0.5316455696202531,0.6271186440677966,0.5714285714285714,0,12,0.31999999999999995,0.43999999999999995,0.6933333333333334
0,3026089,3026070,The British Foreign Office said Monday that coalition authorities in Iraq were pleased that the men were freed.,The British Foreign Office said it had mediated the two men's release.,0.3153153153153153,0,0.8658806354328743,0.7764677257214571,0.12730941025058673,0.6017699115044248,0.7513812154696132,0.6017699115044248,0.9714285714285714,0.7714333380852781,0.5524861878453039,0.9762917268496998,0.45192307692307687,0.5616438356164384,0.48958333333333337,32,1,0.49549549549549554,0.4864864864864865,0.5225225225225225
1,1618799,1619119,Now  with the agency's last three shuttles grounded in the wake of the Columbia disaster  that wait could be even longer.,With the remaining three shuttles grounded in the wake of the Columbia accident  the rookies will have to wait even longer.,0.09756097560975607,0,0.7738455632949351,0.7738455632949351,0.20139980738650365,0.7941176470588235,0.8852459016393442,0.7941176470588235,0.8925619834710744,0.8852756413098426,0.7295081967213115,0.9878747585709988,0.49557522123893805,0.7468354430379747,0.6060606060606061,0,13,0.6016260162601625,0.2682926829268293,0.4024390243902439
1,842299,842482,ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.,Israeli soldiers began tearing down settlement outposts in the West Bank yesterday - an Israeli obligation under a new Mideast peace plan.,0.11949685534591192,0,0.7680436105745058,0.7422706784161175,0.12084874108664101,0.7267441860465116,0.8417508417508418,0.7267441860465116,0.9057971014492754,0.8438629269639396,0.4781144781144781,0.9539790152415082,0.3466666666666667,0.5670103092783505,0.4122137404580153,1,20,0.44654088050314467,0.4716981132075472,0.5660377358490566
0,2452146,2452300,The latest snapshot of the labor markets was slightly better than economists were expecting  they were forecasting claims to fall no lower than 410 000 for last week.,Despite problems in the job market  the latest snapshot of the labor markets was slightly better than economists were expecting.,0.06024096385542166,0,0.7465194109772423,0.7465194109772423,0.2562845130522088,0.6994219653179191,0.8231292517006803,0.6994219653179191,0.9453125,0.8300922161720332,0.6190476190476191,0.9814199787165255,0.437037037037037,0.7142857142857143,0.6033057851239669,0,1,0.3313253012048193,0.4518072289156626,0.6746987951807228
1,1596213,1596237,Another body was pulled from the water on Thursday and two seen floating down the river could not be retrieved due to the strong currents  local reporters said.,Two more bodies were seen floating down the river on Thursday  but could not be retrieved due to the strong currents  local reporters said.,0.07499999999999996,0,0.7920704612780364,0.7920704612780364,0.1997868967599642,0.8343558282208589,0.9096989966555183,0.8343558282208589,0.9784172661870504,0.9119510273358942,0.7491638795986622,0.9914770138287722,0.5307692307692308,0.8021978021978022,0.6949152542372881,0,73,0.6,0.29374999999999996,0.415625
1,420631,420719,Those reports were denied by the interior minister  Prince Nayef.,However  the Saudi interior minister  Prince Nayef  denied the reports.,0.08450704225352113,0,0.778271337426267,0.778271337426267,0.19006941936519406,0.8133333333333334,0.8970588235294118,0.8133333333333334,0.9384615384615385,0.8979331027354334,0.6176470588235294,0.9835696455762232,0.625,0.7543859649122807,0.6857142857142857,0,1,0.3802816901408451,0.4084507042253521,0.6408450704225352
1,2597390,2597503,Other members of the organization are believed to be in Pakistani cities  and many of the arrests of key al-Qaida operatives have taken place in those areas.,Other members of the organization are believed to be in Pakistani cities  where many of the arrests of key Al Qaeda operatives have taken place.,0.47770700636942676,0,0.930770316664408,0.88461719444068,0.0661576482960039,0.88125,0.9368770764119602,0.88125,0.9791666666666666,0.9377520892494561,0.9036544850498339,0.9933739982379932,0.6153846153846154,0.8681318681318682,0.7844827586206897,74,1,0.8535031847133758,0.13375796178343946,0.14968152866242038
0,1305621,1305775,Agriculture ministers from more than one hundred nations are expected to attend the three-day Ministerial Conference and Expo on Agricultural Science and Technology sponsored by the U.S. Department of Agriculture.,U.S. Agriculture Secretary Ann Veneman kicks off the three-day Ministerial Conference and Expo on Agricultural Science and Technology on Monday.,0.032863849765258246,0,0.6939529477057276,0.6939529477057276,0.2764692303591759,0.6301369863013698,0.773109243697479,0.6301369863013698,0.9583333333333334,0.7879670163016614,0.6442577030812325,0.9862553239559996,0.4012738853503185,0.638095238095238,0.5608108108108107,0,1,0.5305164319248826,0.43661971830985913,0.48826291079812206
1,276515,276501,"While there were about 700 Uruguayan UN peacekeepers in Bunia  they were ""neither trained nor equipped"" to deal with inter-ethnic violence  Mr Eckhard said.","The UN has approximately 600 troops in the town  but they were ""neither trained nor equipped"" to deal with inter-ethnic violence  Mr Eckhard said.",0.10256410256410253,0,0.7758109270365939,0.7758109270365939,0.2112207987478355,0.7869822485207101,0.8807947019867549,0.7869822485207101,0.910958904109589,0.88127797008377,0.7218543046357616,0.9902977219457864,0.5069444444444444,0.7634408602150538,0.685483870967742,0,94,0.6858974358974359,0.2628205128205128,0.32051282051282054
1,1617861,1617809,Shares of Coke were down 49 cents  or 1.1 percent  at $43.52 in early trading Friday on the New York Stock Exchange.,In late morning trading  Coke shares were down 2 cents at $43.99 on the New York Stock Exchange.,0.03448275862068961,0,0.7464228442894658,0.7464228442894658,0.23427921455938705,0.7377049180327869,0.8490566037735849,0.7377049180327869,0.9375,0.8528602990262663,0.5849056603773585,0.9807617201284247,0.4957983193277311,0.7037037037037037,0.5769230769230769,0,32,0.43965517241379315,0.43103448275862066,0.5775862068965517
0,3063295,3063680,NASIRIYA  Iraq—Iraqi doctors who treated former prisoner of war Jessica Lynch have angrily dismissed claims made in her biography that she was raped by her Iraqi captors.,Former prisoner of war Pfc. Jessica Lynch is winning admiration in her hometown all over again for the courage to reveal she was raped by her Iraqi captors.,0.03529411764705881,0,0.7393730736441734,0.7393730736441734,0.24431913292895102,0.7340425531914894,0.8466257668711656,0.7340425531914894,0.8846153846153846,0.8474075451111538,0.5828220858895705,0.9741549203009385,0.36363636363636365,0.6288659793814433,0.44999999999999996,0,36,0.3764705882352941,0.42352941176470593,0.6323529411764706
1,1398956,1398777,If people took the pill daily  they would lower their risk of heart attack by 88 percent and of stroke by 80 percent  the scientists claim.,Taking the pill would lower the risk of heart attack by 88 percent and of stroke by 80 percent  the scientists said.,0.05035971223021585,0,0.7719718314018736,0.7719718314018736,0.21825030058345762,0.7832167832167832,0.8784313725490196,0.7832167832167832,0.9655172413793104,0.8820264887557416,0.8549019607843137,0.9925988532635448,0.5294117647058824,0.7777777777777778,0.6981132075471699,0,1,0.7769784172661871,0.2158273381294964,0.2302158273381295
1,1401946,1401697,Amgen shares gained 93 cents  or 1.45 percent  to $65.05 in afternoon trading on Nasdaq.,Shares of Allergan were up 14 cents at $78.40 in late trading on the New York Stock Exchange.,0.032258064516129004,0,0.6924798267303011,0.6924798267303011,0.27986780244844756,0.6306306306306306,0.7734806629834254,0.6306306306306306,0.7954545454545454,0.7737759544994183,0.4861878453038674,0.9550868934855056,0.4528301886792453,0.536231884057971,0.3595505617977528,0,1,0.27956989247311825,0.4838709677419355,0.7580645161290323
1,98645,98414,From the start  however  the United States' declared goal was not just to topple Saddam but to stabilize Iraq and install a friendly government.,But the United States' ultimate goal was not just to topple Mr. Hussein but to stabilize the country and install a friendly government.,0.06944444444444442,0,0.7513629525884428,0.7513629525884428,0.22266598915989155,0.74375,0.8530465949820788,0.74375,0.8814814814814815,0.8534907744420049,0.7526881720430108,0.9912307440474084,0.5118110236220472,0.7701149425287357,0.6608695652173913,0,35,0.6388888888888888,0.2569444444444444,0.3680555555555556
1,3113657,3113590,Customers that pay the $1 219 entrance fee get SMS 2003 with 10 device client access licenses.,Retail pricing for SMS 2003 with 10 device client access licenses is $1 219.,0.06382978723404253,0,0.7338159227856876,0.7338159227856876,0.2590465525515917,0.7,0.8235294117647058,0.7,0.9210526315789473,0.8281849174905268,0.6470588235294118,0.9875614240316588,0.5673076923076923,0.6417910447761195,0.6022727272727273,0,1,0.4787234042553191,0.3936170212765957,0.5372340425531915
0,2930352,2930380,It was the best advance since Oct. 1  when the index gained 22.25.,Standard & Poor's 500 index rose 15.66 to 1 046.79  its best advance since Oct. 1  when it gained 22.25.,0.028846153846153855,0,0.692118218757563,0.692118218757563,0.3028783492493171,0.5596330275229358,0.7176470588235294,0.5596330275229358,0.9242424242424242,0.736276938117533,0.6235294117647059,0.9290110410850202,0.509090909090909,0.6164383561643836,0.5051546391752577,0,14,0.4423076923076923,0.4903846153846154,0.5673076923076923
1,1081112,1081199,MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp.,The MSN Messenger 6 software will be available from 11 a.m. PST on Wednesday  according to Microsoft.,0.044117647058823484,0,0.6973619226822488,0.6973619226822488,0.2663526912766371,0.6344827586206897,0.7763713080168776,0.6344827586206897,0.9108910891089109,0.7849783633118766,0.5232067510548524,0.9738328794885521,0.43181818181818177,0.6,0.47787610619469023,0,1,0.3897058823529411,0.5,0.6286764705882353
0,1782395,1782413,If Shelley certifies enough are valid  the lieutenant governor must call an election within 60 to 80 days  setting the state into uncharted political waters.,If the Democrat certifies that there are enough valid signatures  the lieutenant governor must call an election within 60 to 80 days.,0.12101910828025475,0,0.851404325365103,0.7877204648072901,0.13995115663910596,0.8125,0.896551724137931,0.8125,0.9774436090225563,0.8996378222888156,0.6758620689655173,0.996796747688303,0.4859154929577465,0.6989247311827957,0.5916666666666667,3,2,0.445859872611465,0.37579617834394907,0.5573248407643312
1,1246493,1246786,The most serious breach of royal security in recent years occurred in 1982 when 30-year-old Michael Fagan broke into the queen's bedroom at Buckingham Palace.,It was the most serious breach of royal security since 1982 when an intruder  Michael Fagan  found his way into the Queen's bedroom at Buckingham Palace.,0.044303797468354444,0,0.7609122059512976,0.7609122059512976,0.22303067255153752,0.7771428571428571,0.8745980707395499,0.7771428571428571,0.8888888888888888,0.8747111237029495,0.7717041800643086,0.9841921962529644,0.4657534246575342,0.7684210526315789,0.6717557251908397,0,36,0.639240506329114,0.23417721518987344,0.37341772151898733
0,41193,41211,Shares of LendingTree rose 22 cents to $14.69 and have risen 14 percent this year.,Shares of LendingTree rose $6.03  or 41 percent  to close at $20.72 on the Nasdaq stock market yesterday.,0.2857142857142857,0,0.8581922899463829,0.7636538165773047,0.13010402737231996,0.6403508771929824,0.7807486631016043,0.6403508771929824,0.8902439024390244,0.7867219807715023,0.5240641711229946,0.9695205324693544,0.5089285714285714,0.5466666666666666,0.46875,27,1,0.4666666666666667,0.47619047619047616,0.5476190476190477
0,1433616,1433454,During a screaming match in 1999  Carolyn told John she was still sleeping with Bergin.,"She  in turn  occasionally told John that she was still sleeping with an ex-boyfriend  ""Baywatch"" hunk Michael Bergin.",0.016949152542372836,0,0.6813156014915527,0.6813156014915527,0.2979962436420648,0.5891472868217055,0.7414634146341463,0.5891472868217055,0.8735632183908046,0.7500892861977525,0.5560975609756098,0.9754698300137747,0.4067796610169492,0.5802469135802469,0.4455445544554455,0,8,0.3389830508474576,0.5,0.673728813559322
0,878767,878534,NASA plans to follow-up the rovers' missions with additional orbiters and landers before launching a long-awaited sample-return flight.,NASA plans to explore the Red Planet with ever more sophisticated robotic orbiters and landers.,0.12592592592592589,0,0.845062969533697,0.7417716158894949,0.13955555555555554,0.6312056737588653,0.7739130434782608,0.6312056737588653,0.9368421052631579,0.7858891985252593,0.48695652173913045,0.9667299663433249,0.3688524590163934,0.5058823529411764,0.3839285714285714,14,1,0.3481481481481481,0.5851851851851853,0.662962962962963
0,1479611,1479716,The broader Standard & Poor's 500 Index .SPX crept up 4.3 points  or 0.44 percent  to 980.52.,The technology-laced Nasdaq Composite Index .IXIC rose 17.33 points  or 1.07 percent  to 1 640.13.,0.10204081632653061,0,0.6661965861613462,0.6661965861613462,0.3047216736156827,0.5528455284552846,0.7120418848167539,0.5528455284552846,0.7311827956989247,0.7122859872465731,0.6178010471204188,0.9528192275208273,0.40909090909090906,0.5492957746478873,0.4193548387096774,4,1,0.5,0.3979591836734694,0.5051020408163265
0,44397,44620,Garner said the self-proclaimed mayor of Baghdad  Mohammed Mohsen al-Zubaidi  was released after two days in coalition custody.,Garner said self-proclaimed Baghdad mayor Mohammed Mohsen Zubaidi was released 48 hours after his detention in late April.,0.12598425196850394,0,0.8756892816399723,0.7928154693999537,0.11926561433919125,0.8043478260869565,0.891566265060241,0.8043478260869565,0.9098360655737705,0.89174606780097,0.7228915662650602,0.9902216736447002,0.47933884297520657,0.7108433734939759,0.5887850467289719,12,1,0.5748031496062992,0.2913385826771654,0.4330708661417323
1,2359452,2359376,In a statement  Microsoft said the dividend is payable Nov. 7 to shareholders of record on Oct. 17.,The dividend  the company's second this calendar year  is payable on Nov. 7 to shareholders of record at the close of business Oct. 17.,0.0444444444444444,0,0.7237645269903336,0.7237645269903336,0.26000238794565034,0.6956521739130435,0.8205128205128205,0.6956521739130435,0.9696969696969697,0.8303988737722912,0.5726495726495726,0.9934964078854422,0.4508196721311475,0.6470588235294117,0.5135135135135135,0,9,0.5111111111111111,0.4444444444444444,0.5037037037037037
1,203291,203344,She asked to be excused from last week's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda.,She took the highly unusual step of skipping cabinet to attend a meeting with the presidents of Rwanda and Uganda.,0.09756097560975607,0,0.8433629333580368,0.7389382222633946,0.15058595697188648,0.6928571428571428,0.8185654008438819,0.6928571428571428,0.8508771929824561,0.8191562569666596,0.6075949367088608,0.9881417896888199,0.46218487394957986,0.654320987654321,0.5631067961165048,4,52,0.5853658536585367,0.33333333333333337,0.4146341463414634
0,2007119,2007087,"In a not-too-subtle swipe at Dean  he predicted Americans would not elect a Democrat ""who sounds an uncertain trumpet in these dangerous times.""","They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times.""",0.09027777777777779,0,0.7516122004357298,0.7516122004357298,0.24634469574408424,0.684931506849315,0.8130081300813008,0.684931506849315,0.9803921568627451,0.825122952480562,0.6829268292682927,0.9876937649713659,0.42400000000000004,0.6404494382022472,0.584070796460177,0,58,0.6041666666666667,0.3819444444444444,0.4236111111111111
1,2792884,2792738,The jury asked for transcripts of Quattrone's testimony about his role in the IPO allocation process.,The jury asked to have Mr. Quattrone's testimony about his role in the allocation of stock offerings read to them.,0.17543859649122806,0,0.8618251645870197,0.7697086076450329,0.1313180173852625,0.7479674796747967,0.8558139534883721,0.7479674796747967,0.9108910891089109,0.8573826971990478,0.7255813953488373,0.9845739840517171,0.49090909090909096,0.7142857142857143,0.6326530612244898,15,1,0.5964912280701755,0.29824561403508776,0.4166666666666667
1,2375777,2375808,A neighbor said a duffel bag containing a woman's body was dug up  and the other body was encased in concrete.,A neighbor said a woman's body was dug up in a duffel bag  and the other was encased in concrete.,0.2272727272727273,0,0.902136832239925,0.836894720399875,0.09786316776007498,0.8818181818181818,0.9371980676328503,0.8818181818181818,1.0,0.9390517460812167,0.782608695652174,0.9967875955833947,0.6831683168316831,0.8309859154929577,0.7666666666666666,18,25,0.6090909090909091,0.26363636363636367,0.39545454545454545
0,1363194,1362857,At least five class-action lawsuits have been filed  including one in Pennsylvania.,At least five class-action lawsuits have been filed on behalf of hormone users.,0.6506024096385542,0,0.9079429339914318,0.8465715566523864,0.0816803693485103,0.6875,0.8148148148148148,0.6875,0.8354430379746836,0.8150633097320937,0.7654320987654321,0.9810948519039405,0.5568181818181819,0.746031746031746,0.6623376623376623,52,1,0.6987951807228916,0.2530120481927711,0.30120481927710846
1,2815705,2815885,Southwest said it completed inspections of its entire fleet of 385 aircraft -- all 737s -- and found no additional items.,Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items.,0.20661157024793386,0,0.8694740412737417,0.7824567354562362,0.1262994969976725,0.7538461538461538,0.8596491228070176,0.7538461538461538,0.9158878504672897,0.8612743266043185,0.7543859649122807,0.9863701011357858,0.5398230088495575,0.7402597402597403,0.62,18,7,0.5950413223140496,0.2892561983471075,0.4090909090909091
0,1691429,1691605,Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected demand for computer microprocessors offset the weakness of its communications chip business.,Intel Corp.'s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors.,0.04977375565610864,0,0.7490585519508769,0.7490585519508769,0.24983803771437973,0.7383966244725738,0.8495145631067961,0.7383966244725738,0.9162303664921466,0.8517756649619564,0.5922330097087378,0.9924410062760229,0.47513812154696133,0.6521739130434783,0.5548387096774193,0,2,0.30316742081447967,0.44796380090497734,0.7104072398190046
1,396175,396035,The South Korean Agriculture and Forestry Ministry also said it would throw out or send back all Canadian beef currently in store.,The South Korean Agriculture and Forestry Ministry said it would scrap or return all Canadian beef in store.,0.41538461538461535,0,0.9179037196794206,0.8631728661323677,0.08209628032057936,0.816793893129771,0.8991596638655462,0.816793893129771,0.9907407407407407,0.9030259356496028,0.8403361344537815,0.9962893760152016,0.5811965811965811,0.7590361445783133,0.6788990825688073,51,10,0.7615384615384615,0.23076923076923073,0.23846153846153847
0,2904808,2904964,By Sunday night  the fires had blackened 277 000 acres  hundreds of miles apart.,Major fires had burned 264 000 acres by early last night.,0.03749999999999998,0,0.6709884831125432,0.6709884831125432,0.29758040935672503,0.5930232558139535,0.7445255474452555,0.5930232558139535,0.8947368421052632,0.7552448191428427,0.5109489051094891,0.9796482366926551,0.4606741573033708,0.540983606557377,0.430379746835443,0,2,0.4375,0.5375,0.58125
